Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
2000:Q3,Next9,33.3,25.8,27.2,20.2,36.8,33,36.7,29.8,28.4,36,26.3,24.1,40.2,36.8,25.8,54.2,34.1,45,32,23.4,17.9,17.9,19.6,7.7,23.4,39.5,25.9,35.8,9447564,
2000:Q3,Next40,35.1,45.8,46.6,42.7,30.2,43,21.7,12.9,13.7,9.5,8.6,6.8,20.1,17.8,50.8,39,44.9,46.2,18.1,47,44.6,44.6,48.5,38.4,34.6,26,52.4,33.6,42002351,
2000:Q3,Bottom50,7.3,16.1,14.4,22.7,3.2,6.9,1.2,1,1.1,0.6,0.2,0.1,1.3,1.5,11.2,1.7,7.4,2.7,1.5,20.2,32.4,32.5,26.9,52.7,21.3,15,11.8,3.2,52508304,
2000:Q4,TopPt1,9,3.4,3.1,4.4,11.7,6.9,15.6,28,26.4,34.2,39.1,43,12,17.3,3.4,0,1.5,0.4,21.6,2.5,0.6,0.6,0.5,0.2,8.7,3.8,2.1,10.4,108610,
2000:Q4,RemainingTop1,14.8,9.2,8.8,10.4,17.5,10.4,25.5,28.5,30.6,20.2,22,21.3,26.9,25.2,8.6,5.2,12.1,5.8,27,7.1,4.4,4.4,4.5,1.1,12.6,16.6,9.2,16.5,944410,
2000:Q4,Next9,33.2,26,27.5,19.8,36.8,33.1,36.4,29.5,28.3,34.1,29.2,27.6,40.4,37.2,25.4,53.1,34.3,44.7,31.9,23.4,17.7,17.7,19.5,7.6,24.3,40.5,25.7,35.8,9479108,
2000:Q4,Next40,35.7,45.8,46.6,42.6,30.8,42.7,21.3,13.1,13.7,10.9,9.4,8,19.5,18.8,51.3,39.9,44.6,46.3,18.1,46.9,45,45,48.7,38.9,33.3,26.8,51.3,34.2,42140201,
2000:Q4,Bottom50,7.3,15.7,13.9,22.8,3.2,6.9,1.2,0.9,1,0.6,0.2,0.1,1.2,1.5,11.3,1.8,7.5,2.7,1.4,20.1,32.4,32.4,26.9,52.2,21.2,12.4,11.7,3.2,52682420,
2001:Q1,TopPt1,8.6,3.4,3.1,4.4,11.3,7.3,16.6,27.9,25.5,34.4,39.6,43.6,12.6,16.2,3.5,0.1,1.5,0.4,21.5,2.5,0.5,0.5,0.4,0.1,8.7,3.2,1.8,10,108679,
2001:Q1,RemainingTop1,14.6,9.3,9,10.7,17.3,10.5,25.5,28.2,31,20.7,24.3,23.9,26.7,25,8.7,5.2,12.3,5.9,27.2,7.2,4.4,4.4,4.6,1.1,12.7,17.8,8,16.3,948018,
2001:Q1,Next9,33,26,27.6,19.6,36.7,33.1,36,29.3,28.6,31.3,27.1,25.1,40.6,37.5,25.1,52.2,34.3,44.5,31.8,23.5,17.5,17.5,19.4,7.2,25.2,41.5,25.2,35.7,9511915,
2001:Q1,Next40,36.4,46.1,47,42.5,31.4,42.2,20.7,13.6,13.9,13,8.8,7.3,19,19.7,51.4,40.6,44.2,46.5,18.2,46.8,45.3,45.3,48.8,39.1,31.2,27.6,53.1,34.9,42284394,
2001:Q1,Bottom50,7.4,15.2,13.3,22.8,3.3,6.9,1.2,1,1.1,0.7,0.2,0.1,1.1,1.5,11.3,1.8,7.7,2.6,1.4,20,32.3,32.3,26.8,52.5,22.3,9.9,11.9,3.2,52864137,
2001:Q2,TopPt1,8.6,3.3,3.1,4.1,11.4,7.4,16.3,27.7,24.9,34.3,39.7,43.7,13.2,16.3,3.6,0,1.4,0.4,21.5,2.6,0.4,0.4,0.4,0.1,8.6,2.4,1.6,10,108781,
2001:Q2,RemainingTop1,14.6,9.4,9.1,11.1,17.3,10.5,25.7,28.3,31.3,20.8,24.7,24.4,26.5,25,9,5.2,12.2,5.6,27.3,7.2,4.5,4.5,4.7,1.1,13.1,18,7.6,16.3,951756,
2001:Q2,Next9,33.1,26,27.5,19.5,36.8,33.3,35.9,29.3,28.7,30.9,26.7,24.5,40.9,37.7,24.9,52.2,34.7,44.7,31.8,23.4,17.3,17.3,19.2,6.9,26.1,42,24.8,35.8,9546137,
2001:Q2,Next40,36.3,46.2,47,42.4,31.2,41.9,20.8,13.8,14,13.3,8.7,7.3,18.5,19.5,51.2,40.7,44.1,46.7,18.1,46.8,45.4,45.3,48.7,39.3,29.3,28,53.9,34.8,42435773,
2001:Q2,Bottom50,7.3,15.1,13.3,22.8,3.3,6.9,1.3,1,1.1,0.7,0.2,0.1,0.9,1.5,11.3,1.8,7.6,2.6,1.3,20,32.4,32.5,27,52.6,22.9,9.5,12.1,3.1,53054404,
2001:Q3,TopPt1,8.2,3.2,3.1,3.7,11,7.5,16.6,27.6,25,34.3,39,42.4,13.7,14.8,3.4,0.1,1.4,0.4,21.5,2.6,0.4,0.4,0.4,0.1,8,1.7,1.9,9.6,108930,14451994
2001:Q3,RemainingTop1,14.3,9.5,9.1,11.5,16.9,10.5,25.8,28.4,31.4,20.9,19.9,19,26.3,24.7,8.7,5.3,12.4,5.4,27.5,7.2,4.5,4.5,4.6,1.1,14.3,16.7,8.7,16,955627,4353719
2001:Q3,Next9,33,25.8,27.3,19.6,36.9,33.4,35.7,29.1,28.6,30.3,31,29.6,41.1,38.1,24.4,51.4,34.7,44.8,31.7,23.4,17.6,17.5,19.4,6.6,26.9,41.6,24.7,35.7,9581927,877020
2001:Q3,Next40,37,46.3,47.2,42.4,31.9,41.7,20.6,13.9,13.9,13.8,9.9,8.9,18,20.9,52,41.4,43.7,46.9,18.2,46.8,45.4,45.4,48.8,39.7,28.2,27.8,52.7,35.5,42595180,107486
2001:Q3,Bottom50,7.5,15.1,13.3,22.8,3.3,6.9,1.3,1,1,0.7,0.2,0.1,0.8,1.5,11.4,1.8,7.8,2.6,1.2,20,32.1,32.2,26.8,52.5,22.6,12.1,11.9,3.1,53254171,
2001:Q4,TopPt1,8.3,3.3,3.1,4.2,11.1,7.5,16.6,27.5,24.9,33.4,38.6,42.2,13.8,15.8,3.6,0.1,1.4,0.4,20.9,2.6,0.4,0.4,0.4,0.1,9.5,1.8,1.8,9.7,109136,
2001:Q4,RemainingTop1,14.5,9.6,9.3,11.1,17.2,11,24.9,28.2,31.1,21.2,23.1,22.7,26.1,25,9.7,5,12.1,5.1,27.9,7.3,4.7,4.7,4.9,1.2,17.1,19.8,9,16.2,959632,
2001:Q4,Next9,33.1,25.8,27.3,19.6,37,33.4,36,29.2,28.7,30.3,28.7,27,40.4,37.8,25.3,51.9,35.1,45.3,31.3,23.4,16.8,16.8,18.6,7,25.2,41.8,25.3,35.9,9619372,
2001:Q4,Next40,36.7,46.3,47.2,42.4,31.5,41.3,21.3,14.2,14.2,14.3,9.4,8,18.9,19.9,50.3,41.1,43.7,46.7,18.6,46.8,45.7,45.7,49.1,39.5,26.6,27.5,52.1,35.2,42763115,
2001:Q4,Bottom50,7.3,14.9,13.1,22.7,3.2,6.7,1.3,1,1.1,0.8,0.2,0.1,0.9,1.4,11.1,1.8,7.6,2.5,1.3,19.9,32.4,32.4,27,52.2,21.5,9,11.8,3,53463994,
2002:Q1,TopPt1,8.3,3.4,3.1,4.7,10.9,7.5,15.7,27.2,25.1,32.5,37.8,41.4,13.8,16,3.8,0.2,1.4,0.4,20.6,2.6,0.4,0.4,0.4,0.2,10.5,2,1.9,9.6,109395,
2002:Q1,RemainingTop1,14.5,9.7,9.5,10.7,17.2,11.6,24.2,28.1,30.8,21.5,24.7,24.5,25.8,25.2,10.7,4.9,11.9,4.9,28.2,7.5,4.7,4.7,4.8,1.2,20.2,21.4,9.9,16.2,963754,
2002:Q1,Next9,33.1,26,27.4,19.6,37.1,33.4,36.4,29.3,28.7,30.7,28,26.3,39.7,37.7,26.1,51.7,35.5,45.8,31,23.5,16.9,16.9,18.7,7,23.7,41.2,26,36,9658312,
2002:Q1,Next40,36.8,46.3,47.2,42.3,31.6,40.9,22.4,14.4,14.3,14.5,9.2,7.6,19.7,19.8,48.7,41.4,43.8,46.5,18.8,46.7,46,46,49.5,39.4,25.8,26.4,50.7,35.2,42938703,
2002:Q1,Bottom50,7.3,14.6,12.8,22.7,3.2,6.5,1.3,1,1.1,0.8,0.2,0.1,0.9,1.4,10.7,1.9,7.4,2.5,1.3,19.8,32,32,26.5,52.2,19.8,9,11.5,3,53682865,
2002:Q2,TopPt1,8.1,3.5,3.1,5.3,10.7,7.4,14.7,27.6,25.3,32,37.2,40.9,13.9,15.6,3.9,0.3,1.4,0.4,20.4,2.5,0.4,0.4,0.4,0.2,11.6,2.2,1.9,9.5,109700,
2002:Q2,RemainingTop1,14.5,9.8,9.7,10.3,17.1,12,23.5,27.6,30.4,22.2,27.9,28.3,25.6,25.3,11.4,4.7,12,4.6,28.5,7.6,4.7,4.7,4.8,1.2,22.6,24.1,10.1,16.2,967970,
2002:Q2,Next9,33.1,26.1,27.6,19.5,37.1,33.5,36.8,28.7,28.7,28.6,26,23.9,39,37.6,26.7,51.3,35.6,46.2,30.7,23.5,16.8,16.8,18.6,7.3,22.3,40.7,26.7,36,9698526,
2002:Q2,Next40,37.1,46.1,46.9,42.3,31.9,40.7,23.7,15.1,14.5,16.3,8.7,6.8,20.5,20.2,47.5,41.8,43.6,46.3,19,46.6,46.3,46.3,49.9,39.4,24.6,25.4,50,35.4,43120725,
2002:Q2,Bottom50,7.3,14.5,12.7,22.6,3.2,6.4,1.3,1.1,1.1,0.9,0.2,0.1,1,1.4,10.5,1.9,7.4,2.5,1.3,19.7,31.7,31.7,26.3,52,18.9,7.6,11.3,2.9,53909380,
2002:Q3,TopPt1,7.7,3.5,3.2,5.3,10.3,7.5,13.9,27.7,25.4,31.5,36.2,39.9,14,14.5,3.8,0.4,1.4,0.4,20.3,2.5,0.4,0.4,0.4,0.2,12.3,2.4,2.1,9.1,110042,
2002:Q3,RemainingTop1,14.2,9.8,9.8,9.9,16.9,12.6,22.8,27.3,30.1,22.7,29.3,30,25.4,25.3,12.1,4.5,12.1,4.4,28.8,7.7,4.8,4.8,4.8,1.2,25,26.7,11.5,16,972261,
2002:Q3,Next9,32.9,26,27.4,20,37.1,33.4,37.2,28.2,28.7,27.3,25.6,23.6,38.3,37.6,27.3,51.1,35.7,46.6,30.4,23.6,16.6,16.6,18.4,7.4,21.1,40.1,27.4,36,9739791,
2002:Q3,Next40,37.6,46,46.8,42.3,32.5,40.4,24.8,15.7,14.6,17.5,8.6,6.5,21.3,21.3,46.5,42.1,43.4,46.1,19.2,46.6,46.5,46.4,50.1,39.2,24,24.2,48,35.9,43307962,
2002:Q3,Bottom50,7.5,14.6,12.9,22.5,3.2,6.2,1.3,1.1,1.2,1,0.2,0.1,1,1.3,10.3,2,7.4,2.5,1.3,19.7,31.6,31.7,26.3,51.9,17.5,6.6,11,3,54142137,
2002:Q4,TopPt1,7.7,3.5,3.1,5.3,10.2,7.4,14,28,25.3,31.3,35.2,38.8,14,15.1,3.8,0.3,1.4,0.4,19.4,2.5,0.5,0.5,0.4,0.2,13.1,2.7,2.1,9.1,110416,
2002:Q4,RemainingTop1,14.3,9.8,9.8,9.6,17,13,22.1,26.9,29.9,23.4,31.5,32.5,25.2,25.6,12.7,4.3,11.9,4.1,29.4,7.7,4.9,4.9,4.9,1.3,27.1,28.7,11.9,16.1,976603,
2002:Q4,Next9,32.9,25.9,27.2,20.3,37.1,33.4,37.4,27.1,28.8,25.1,24.7,22.5,37.6,37.3,27.9,52.1,36.1,47.1,30,23.5,16.5,16.5,18.2,7.6,20,39.3,28,36,9781884,
2002:Q4,Next40,37.6,46.1,46.9,42.3,32.4,40.1,25.2,16.8,14.8,19.2,8.4,6,22.1,20.7,45.5,41.4,43.4,45.9,19.8,46.6,46.6,46.6,50.3,39.1,23.3,22.9,47.2,35.9,43499196,
2002:Q4,Bottom50,7.5,14.7,13,22.4,3.2,6,1.3,1.1,1.2,1,0.2,0.1,1.1,1.3,10.1,1.9,7.2,2.5,1.4,19.7,31.5,31.6,26.2,51.7,16.4,6.5,10.8,2.9,54379733,
2003:Q1,TopPt1,7.6,3.6,3.1,5.9,10,7.5,13,27.6,25.5,30.4,34,37.3,14.1,15,3.9,0.3,1.4,0.4,19.3,2.5,0.5,0.5,0.5,0.2,13.6,2.9,2.5,8.9,110813,
2003:Q1,RemainingTop1,14.2,9.9,10,9.3,16.9,13.5,21.5,26.9,29.6,23.4,31.5,32.6,25,25.7,13.5,4,11.8,3.9,29.6,7.8,5,5,4.9,1.3,29.2,29.6,13.9,16,980976,
2003:Q1,Next9,33,26.1,27.3,20.2,37.3,33.3,37.8,27.7,28.8,26.3,25.6,23.7,36.9,37.1,28.6,52.5,36.4,47.5,29.7,23.6,16.4,16.4,18,7.6,19.1,38.3,28.7,36.2,9824583,
2003:Q1,Next40,37.8,46,46.8,42.3,32.6,39.8,26.4,16.6,14.9,18.8,8.6,6.2,22.8,20.9,44.2,41.2,43.4,45.7,19.9,46.5,46.7,46.7,50.5,38.8,22.9,21.6,44.5,36,43693207,
2003:Q1,Bottom50,7.5,14.4,12.7,22.3,3.2,5.9,1.4,1.1,1.2,1,0.3,0.1,1.1,1.2,9.9,2,7.1,2.5,1.4,19.6,31.4,31.5,26.1,52,15.2,7.6,10.3,2.8,54620765,
2003:Q2,TopPt1,7.8,3.7,3.1,6.2,10.3,7.5,12.2,27.3,25.5,29.7,32.3,35.1,14.2,16.4,4.1,0.3,1.4,0.4,19.4,2.5,0.5,0.5,0.5,0.3,14,2.9,2.6,9.3,111226,
2003:Q2,RemainingTop1,14.4,9.9,10.1,8.9,17.1,13.9,20.8,26.9,29.3,23.6,24.9,24.9,24.8,26,14.3,3.8,11.5,3.7,29.7,7.9,5,5,4.8,1.3,31.1,26.1,14.6,16.2,985358,
2003:Q2,Next9,33.2,26.1,27.3,20.3,37.5,33.3,38.1,28,28.8,26.9,32.1,31.4,36.3,36.8,29.3,53.5,36.7,47.9,29.5,23.6,16.6,16.5,17.9,7.8,18.2,37.2,29.3,36.5,9867666,
2003:Q2,Next40,37.3,46,46.7,42.3,32,39.5,27.5,16.6,15.1,18.7,10.4,8.5,23.6,19.7,42.8,40.5,43.5,45.6,20,46.5,46.5,46.5,50.6,38.7,22.7,21.1,43.3,35.4,43888778,
2003:Q2,Bottom50,7.3,14.3,12.6,22.3,3.1,5.8,1.4,1.2,1.3,1,0.3,0.2,1.1,1.1,9.6,1.9,6.9,2.5,1.4,19.5,31.4,31.4,26.1,52,13.9,12.7,10.1,2.6,54863831,
2003:Q3,TopPt1,7.9,3.7,3.2,6.2,10.4,7.4,11.3,27,25.9,28.8,31.2,33.7,14.3,17,4.2,0.3,1.4,0.4,19.3,2.5,0.5,0.5,0.5,0.3,14.7,3.2,2.6,9.3,111649,
2003:Q3,RemainingTop1,14.5,9.9,10.2,8.6,17.2,14.3,20.1,27,29,23.6,25.9,26.1,24.7,26.3,15.1,3.6,11.3,3.4,29.9,7.9,5,5,4.7,1.3,32.6,28.9,15,16.3,989727,
2003:Q3,Next9,33.2,26,27.2,20.7,37.6,33.4,38.6,28.7,28.7,28.5,32.2,31.7,35.6,36.5,29.9,54.1,37,48.4,29.3,23.6,16.6,16.6,18,8,17.4,36.6,29.9,36.5,9910910,
2003:Q3,Next40,37.1,45.9,46.7,42.3,31.7,39.3,28.7,16.2,15.1,18,10.4,8.3,24.3,19.1,41.5,40.1,43.6,45.4,20.1,46.5,46.8,46.8,50.8,38.7,22.1,19.8,42.5,35.2,44084690,
2003:Q3,Bottom50,7.3,14.4,12.8,22.1,3,5.6,1.4,1.2,1.2,1,0.3,0.2,1.2,1.1,9.3,1.9,6.8,2.5,1.4,19.5,31.1,31.2,26,51.7,13.2,11.6,9.9,2.6,55107529,
2003:Q4,TopPt1,8.1,3.7,3.1,6.3,10.7,7.4,10.4,27.1,26.3,28.5,29.9,32.3,14.4,18,4.3,0.3,1.4,0.4,19.1,2.5,0.6,0.6,0.5,0.3,14.1,3.5,2.5,9.6,112073,
2003:Q4,RemainingTop1,14.7,10,10.3,8.3,17.5,14.7,19.5,26.9,28.6,23.9,27.5,27.9,24.5,26.5,15.8,3.3,11.1,3.2,30.1,8,5.2,5.2,4.8,1.3,34.9,33.5,15.3,16.5,994063,
2003:Q4,Next9,33.3,26,27.1,21,37.6,33.4,38.9,28.3,28.7,27.6,31.9,31.5,34.9,36.2,30.5,55.1,37.2,48.8,29,23.6,16.4,16.3,17.8,8.1,17,35.8,30.5,36.6,9954092,
2003:Q4,Next40,36.7,45.9,46.7,42.3,31.2,39.1,29.8,16.6,15.1,18.9,10.3,8.1,25,18.2,40.3,39.4,43.7,45.2,20.3,46.5,46.8,46.8,50.9,38.6,23.3,18,41.8,34.7,44279723,
2003:Q4,Bottom50,7.2,14.4,12.8,22.1,3,5.5,1.4,1.2,1.2,1.1,0.3,0.2,1.2,1,9.1,1.9,6.6,2.4,1.4,19.5,31,31.1,26,51.7,10.8,9.2,9.8,2.6,55350456,
2004:Q1,TopPt1,8.5,3.7,3.2,6.7,11.3,7.5,9.5,28.6,28.8,28,28.6,30.7,14.4,18.6,4.3,0.2,1.4,0.4,19.2,2.5,0.6,0.6,0.5,0.3,14.5,3.7,2.5,10,112492,
2004:Q1,RemainingTop1,14.9,10,10.4,8,17.8,15,18.8,26.7,27.6,24.2,27,27.5,24.3,26.7,16.4,3.1,11,3,30.2,8.1,5.3,5.2,4.8,1.3,36.1,34.6,15.7,16.7,998344,
2004:Q1,Next9,33.3,26.1,27.1,21.1,37.5,33.3,39.3,27.8,28,27.2,33.3,33.2,34.3,36,31.1,55.9,37.5,49.2,28.9,23.7,16.3,16.3,17.7,8.1,16.3,35,31.1,36.5,9996991,
2004:Q1,Next40,36.3,46,46.8,42.3,30.6,38.8,30.9,15.9,14.6,19.4,10.7,8.4,25.7,17.7,39.4,38.9,43.7,45,20.3,46.4,46.9,47,51.1,38.4,23,16.9,41.1,34.3,44472660,
2004:Q1,Bottom50,7,14.1,12.5,22,2.9,5.4,1.4,1,1,1.1,0.4,0.2,1.3,1,8.9,1.9,6.5,2.4,1.4,19.4,30.9,30.9,25.9,51.9,10.1,9.9,9.6,2.5,55591210,
2004:Q2,TopPt1,8.5,3.7,3.2,6.5,11.3,7.4,8.7,28.2,28.5,27.4,27.2,29.1,14.4,18.9,4.4,0.2,1.4,0.4,19.8,2.5,0.6,0.6,0.5,0.3,14.9,3.9,2.7,10,112899,
2004:Q2,RemainingTop1,14.9,10,10.5,7.7,17.8,15.4,18.1,26.7,27.5,24.3,25.8,26.1,24.1,26.9,17,2.9,10.9,3.1,29.9,8.2,5.3,5.2,4.7,1.3,37.4,35,16.8,16.7,1002548,
2004:Q2,Next9,33.2,26,26.9,21.6,37.5,33.3,39.7,28.1,28.2,28,35.4,35.6,33.8,35.8,31.6,56.3,37.7,49.2,28.9,23.7,16.4,16.4,17.8,8.2,15.7,34.2,31.7,36.5,10039383,
2004:Q2,Next40,36.3,46,46.7,42.3,30.6,38.6,32.1,15.9,14.8,19.2,11.2,9,26.4,17.5,38.3,38.7,43.7,44.9,20,46.3,47,47,51.2,38.2,22.7,16,39.4,34.3,44662281,
2004:Q2,Bottom50,7.1,14.3,12.8,21.9,2.8,5.2,1.4,1.1,1,1.1,0.4,0.3,1.3,0.9,8.7,1.9,6.4,2.4,1.4,19.3,30.7,30.8,25.8,51.9,9.4,10.9,9.3,2.5,55828387,
2004:Q3,TopPt1,8.6,3.8,3.2,6.9,11.5,7.4,7.8,28.4,28.9,27.1,25.6,27.3,14.5,19.2,4.4,0.2,1.4,0.4,20.3,2.5,0.6,0.6,0.5,0.3,15.6,4.1,2.8,10.1,113285,18499922
2004:Q3,RemainingTop1,15,10,10.6,7.4,17.9,15.7,17.5,26.5,27.1,24.6,27.7,28.3,23.9,27.1,17.7,2.7,10.8,3.1,29.7,8.2,5.2,5.2,4.7,1.4,38.2,36.9,17.5,16.8,1006654,5633877
2004:Q3,Next9,33.2,26.2,27.1,21.6,37.5,33.4,40.1,27.9,28.1,27.2,35.2,35.5,33.2,35.5,32.2,56.9,37.9,49.2,28.9,23.7,16.3,16.3,17.7,8.4,15,33.4,32.3,36.5,10081047,1075865
2004:Q3,Next40,36.2,45.8,46.5,42.3,30.4,38.4,33.2,16.2,14.9,19.9,11.1,8.7,27.1,17.3,37.3,38.3,43.6,44.9,19.8,46.3,47.1,47.1,51.3,38.2,21.7,14.6,38.3,34.1,44847369,109740
2004:Q3,Bottom50,7,14.1,12.6,21.9,2.7,5.1,1.4,1.1,1,1.2,0.4,0.3,1.3,0.9,8.5,1.8,6.3,2.3,1.3,19.3,30.7,30.8,25.8,51.7,9.4,10.9,9.1,2.5,56060585,
2004:Q4,TopPt1,8.8,3.7,3.2,6.6,11.8,7.4,7.6,28.4,29.1,25.7,27.4,29.2,14.5,19.7,4.8,0.2,1.5,0.5,20.6,2.5,0.6,0.6,0.5,0.3,15.9,4.1,3,10.3,113645,
2004:Q4,RemainingTop1,14.9,10,10.5,7.5,17.8,15.4,17.2,26.3,26.9,23.7,23.9,23.8,24,27.1,17.3,3.1,11,3.3,29.2,8.1,5,5,4.6,1.4,36.9,32.4,17.4,16.8,1010641,
2004:Q4,Next9,33.4,26.2,27.1,21.6,37.6,33.6,40.5,28.6,28.1,30.6,36.8,37.2,33.6,35.6,31.8,57.4,37.7,49.1,29.6,23.6,16.7,16.7,18,8.5,14.9,34.4,31.9,36.6,10121764,
2004:Q4,Next40,35.9,45.8,46.4,42.1,30,38.4,33.2,15.6,14.9,18.8,11.5,9.4,26.6,16.7,37.6,37.6,43.5,44.8,19.3,46.4,46.5,46.5,50.5,38.3,21.8,15.8,38.5,33.8,45026796,
2004:Q4,Bottom50,7.1,14.3,12.8,22.1,2.8,5.2,1.5,1,1,1.1,0.4,0.3,1.3,0.9,8.5,1.7,6.4,2.3,1.4,19.5,31.1,31.2,26.4,51.4,10.6,13.3,9.2,2.4,56286473,
2005:Q1,TopPt1,8.7,3.7,3.1,6.4,11.8,7.4,6.8,27.6,28.3,25.1,28.9,31.1,14.4,19.8,5,0.2,1.5,0.7,20.9,2.5,0.6,0.6,0.5,0.3,16.4,4.3,3.2,10.3,113980,
2005:Q1,RemainingTop1,14.8,10,10.4,7.7,17.8,15.2,16.9,26.3,27.1,23.2,25.6,25.9,24.2,27.1,16.9,3.5,11.3,3.5,28.6,7.9,5,5,4.6,1.4,35.3,31.1,17,16.7,1014493,
2005:Q1,Next9,33.5,26.4,27.4,21.5,37.7,33.8,41.1,29,28.4,31.4,34.3,34.3,34,35.6,31.5,57.3,37.5,48.9,30.4,23.6,16.6,16.6,17.8,8.4,14.7,35,31.6,36.7,10161328,
2005:Q1,Next40,35.8,45.5,46.1,42,29.9,38.4,33.7,16,15.2,19.2,10.8,8.4,26.1,16.6,38.1,37.4,43.2,44.7,18.7,46.4,46,46,49.7,37.9,21.5,16,38.9,33.8,45199807,
2005:Q1,Bottom50,7.2,14.4,12.9,22.4,2.8,5.2,1.5,1.1,1.1,1.2,0.5,0.3,1.3,0.9,8.6,1.7,6.4,2.3,1.5,19.6,31.9,31.9,27.4,52,12.2,13.6,9.2,2.4,56504997,
2005:Q2,TopPt1,8.9,3.7,3.1,6.6,12.1,7.4,6.2,27.3,28,24.5,30.5,32.9,14.4,20,5.2,0.2,1.6,0.8,21.4,2.4,0.6,0.6,0.5,0.3,16.4,4.4,3.5,10.5,114289,
2005:Q2,RemainingTop1,14.8,10,10.4,7.7,17.8,14.9,16.6,26.1,27,22.7,26.2,26.4,24.3,27.1,16.5,3.8,11.5,3.7,27.9,7.8,4.8,4.8,4.5,1.5,33.9,29.6,17.1,16.8,1018195,
2005:Q2,Next9,33.6,26.8,27.8,21.1,37.8,34.1,41.7,29.3,28.6,31.9,32.7,32.4,34.3,35.7,31.1,57.5,37.4,48.8,31.1,23.5,16.8,16.8,18.1,8.4,14.6,35.7,31.3,36.8,10199537,
2005:Q2,Next40,35.4,45,45.6,41.8,29.5,38.4,34,16.2,15.3,19.7,10.2,7.9,25.6,16.3,38.6,36.9,43,44.6,18.1,46.4,45.4,45.4,48.9,37.8,21.8,16.2,38.9,33.5,45365737,
2005:Q2,Bottom50,7.2,14.5,13,22.7,2.8,5.2,1.6,1.1,1.1,1.2,0.5,0.3,1.3,0.9,8.6,1.6,6.5,2.2,1.5,19.8,32.3,32.4,28,52.1,13.3,14.1,9.2,2.4,56715176,
2005:Q3,TopPt1,9,3.6,3.1,6.2,12.3,7.4,6.1,26.5,27.2,23.1,32.2,34.9,14.4,20.3,5.5,0.2,1.7,0.9,22,2.4,0.6,0.6,0.5,0.3,16.7,4.6,3.4,10.6,114576,
2005:Q3,RemainingTop1,14.8,10,10.3,7.9,17.8,14.6,16.3,26.2,27.1,21.8,27.3,27.7,24.6,27.1,16.1,4.1,11.7,3.8,27.2,7.7,4.7,4.7,4.4,1.5,32.2,27.8,15.9,16.8,1021730,
2005:Q3,Next9,33.7,26.9,27.9,21.2,37.9,34.3,42.1,29.9,28.9,35.1,30.6,29.9,34.6,35.7,30.8,57.5,37.2,48.6,31.9,23.4,17.1,17,18.3,8.4,14.4,36.4,31,36.9,10236189,
2005:Q3,Next40,35.2,44.8,45.4,41.7,29.2,38.4,33.8,16.1,15.6,18.8,9.5,7.1,25.2,15.9,38.9,36.6,42.9,44.5,17.4,46.5,44.9,44.9,48.2,37.8,22,16.5,40.2,33.3,45523922,
2005:Q3,Bottom50,7.4,14.8,13.3,22.9,2.8,5.3,1.7,1.2,1.2,1.2,0.5,0.3,1.3,0.9,8.7,1.6,6.5,2.2,1.5,20,32.8,32.8,28.7,52,14.7,14.7,9.4,2.4,56916028,
2005:Q4,TopPt1,9,3.5,3.1,5.9,12.4,7.3,6.7,25.9,26.7,22.9,33.9,36.9,14.5,20.5,5.7,0.2,1.7,1,22.3,2.4,0.6,0.6,0.4,0.2,16.8,4.9,3.5,10.7,114840,
2005:Q4,RemainingTop1,14.7,9.9,10.2,8.1,17.7,14.3,16.3,26,27.2,21.5,28.1,28.6,24.9,27.2,15.7,4.4,11.9,4,26.7,7.5,4.5,4.5,4.3,1.5,30.6,27.3,15,16.7,1025083,
2005:Q4,Next9,33.7,26.9,27.9,21.3,37.9,34.5,42.2,30.2,29.1,34.7,28.6,27.6,34.7,35.8,30.4,57.7,37.1,48.5,32.5,23.3,17.3,17.2,18.6,8.5,14.3,37.1,30.7,36.9,10271084,
2005:Q4,Next40,35,44.7,45.3,41.6,29.1,38.5,33.1,16.6,15.8,19.8,8.9,6.4,24.7,15.7,39.4,36.2,42.7,44.4,17,46.6,44.5,44.5,47.5,37.9,22.3,16.4,41.2,33.2,45673697,
2005:Q4,Bottom50,7.5,15,13.5,23.2,2.8,5.3,1.7,1.2,1.2,1.2,0.5,0.3,1.2,0.9,8.8,1.5,6.6,2.2,1.6,20.2,33.2,33.2,29.2,51.8,16,14.3,9.6,2.5,57106571,
2006:Q1,TopPt1,9.4,3.5,3,6,12.9,7.5,6.5,25.6,26.3,22.1,35.7,38.8,14.7,21.1,5.6,0.1,1.8,1.1,22.3,2.4,0.6,0.6,0.4,0.2,16.8,4.9,3.6,11.1,115084,
2006:Q1,RemainingTop1,14.9,9.9,10.2,8.1,17.9,14.1,16,26,27.1,20.9,27.6,28,25.3,27.1,14.9,4.7,12.1,4.2,26.3,7.4,4.4,4.4,4.1,1.6,28.9,24.7,14.6,16.9,1028239,
